"","D_KL","Pval","Qval"
"Pak3",1.20857731994897,0.315117903796026,0.893101153988446
"CG43102",0.35212462747705,0.315206136540064,0.893101153988446
"larp",0.544463775470288,0.315379892066645,0.893101153988446
"Octbeta2R",0.158240054354224,0.315566557827886,0.893101153988446
"tipE",0.0960851228982771,0.315844330604554,0.893101153988446
"CD98hc",0.0467526262403875,0.316184083840769,0.893101153988446
"Tpr2",0.321212026641552,0.316494191366655,0.893101153988446
"CR41597",0.321772250616847,0.316569080535246,0.893101153988446
"CG4896",1.16596719615772,0.3167839767198,0.893101153988446
"CG14408",0.281906823999784,0.316925720290455,0.893101153988446
"F{}2119",0.571405225291976,0.317019541421991,0.893101153988446
"CG34183",1.20927635077817,0.317038548731529,0.893101153988446
"dare",0.613649527320493,0.317057200932104,0.893101153988446
"CG14647",0.613408102519549,0.317199845890032,0.893101153988446
"Oatp30B",1.1902631462951,0.317451759212174,0.893101153988446
"kek2",1.2094825712769,0.317598688713521,0.893101153988446
"RabX6",1.17705008754933,0.317610665655544,0.893101153988446
"Nmdar1",1.19678241572169,0.317860205121268,0.893101153988446
"CG7492",1.17764569988761,0.317961448555918,0.893101153988446
"PIP4K",0.248434243858632,0.318112862785487,0.893101153988446
"CG6923",1.17943339555822,0.318310055573067,0.893101153988446
"Abp1",1.18041473784206,0.318594331306228,0.893101153988446
"Rbp1",0.291299277945772,0.318703081393012,0.893101153988446
"jp",0.314543182866828,0.318716926487579,0.893101153988446
"Sap130",1.17780526673005,0.319229150469766,0.893101153988446
"ClpX",1.21010336932917,0.319266351672435,0.893101153988446
"tun",0.328662524541243,0.319270624415504,0.893101153988446
"CG6329",0.00388085481332017,0.319375188088102,0.893101153988446
"CG7382",1.18354285969625,0.319485478172322,0.893101153988446
"Tim8",0.609079812042165,0.319782740497996,0.893101153988446
"AsnRS",1.18471040460985,0.319812038433251,0.893101153988446
"DopEcR",0.171098635111774,0.320030841377111,0.893101153988446
"CG14270",1.21045636872903,0.320201774069417,0.893101153988446
"ATPsynO",0.00861859334686684,0.320289833136358,0.893101153988446
"Bruce",1.18654472125048,0.320318185771808,0.893101153988446
"mRpL48",0.286264153209958,0.320374249223468,0.893101153988446
"Tango10",1.17716126830908,0.320399789799127,0.893101153988446
"CG2921",1.18700814435221,0.320444693381225,0.893101153988446
"Nct",0.348934684791283,0.320643864613573,0.893101153988446
"side-VIII",0.320547351489309,0.320664143961316,0.893101153988446
"PPO2",1.12547124296175,0.320727046088269,0.893101153988446
"Kdm4B",1.18648144278166,0.321332496207414,0.893101153988446
"CG2611",1.18656126268427,0.32135103458743,0.893101153988446
"CG13295",1.21091893957149,0.321412862460664,0.893101153988446
"1360{}1503",1.19071875847797,0.321436971937367,0.893101153988446
"gw",0.0185461620061959,0.321677540043541,0.893101153988446
"rswl",1.21102439579667,0.321686568788791,0.893101153988446
"pho",0.37758571102866,0.321705071078755,0.893101153988446
"Cyp12a5",1.13438411945341,0.321714727559836,0.893101153988446
"kirre",0.234274573480407,0.321745923201996,0.893101153988446
"Rip11",1.20162988621513,0.321757304962342,0.893101153988446
"bai",1.21114180704979,0.321990235847229,0.893101153988446
"CG12877",1.21119643572129,0.322145063828565,0.893101153988446
"M1BP",1.2111984275599,0.322163872102961,0.893101153988446
"Spase25",0.343072287511763,0.322259773271485,0.893101153988446
"Mps1",1.18555103932795,0.322367690331381,0.893101153988446
"Caper",0.208872473168204,0.322568423648205,0.893101153988446
"CG14671",1.21138149111386,0.322606601655087,0.893101153988446
"CG11999",1.19662147990253,0.322934331053832,0.893101153988446
"Exd2",1.19669055658079,0.322951222597308,0.893101153988446
"CG15771",1.19675603339775,0.322967219761415,0.893101153988446
"Urod",1.21155250031249,0.32304341134517,0.893101153988446
"VAChT",0.272733637486153,0.323197225729504,0.893101153988446
"CG17361",1.21165738357454,0.323310078912703,0.893101153988446
"CalpA",0.520799799425511,0.323347792357388,0.893101153988446
"CG18858",0.41809790325147,0.323394471008399,0.893101153988446
"Khc-73",0.347960075876084,0.323819047163131,0.893101153988446
"CG10340",0.599734446751594,0.323880769017283,0.893101153988446
"CG32473",0.601697230949358,0.323889054102877,0.893101153988446
"qtc",0.324287895516841,0.323893428953249,0.893101153988446
"hng2",1.19661404543306,0.323964519650007,0.893101153988446
"CG9609",1.20155982840684,0.324101952325624,0.893101153988446
"mRpL37",1.2119781721846,0.32411974541355,0.893101153988446
"Polr3D",1.21198042866059,0.324125408565025,0.893101153988446
"GIIIspla2",1.2119892666638,0.32414758521732,0.893101153988446
"CG9147",1.21202828893007,0.324245417936488,0.893101153988446
"MRG15",1.1982384396628,0.324248240570521,0.893101153988446
"vers",1.19830235083559,0.324259251702495,0.893101153988446
"CG14937",1.21204727453862,0.324292967449356,0.893101153988446
"mgr",1.21204864839259,0.324296407016068,0.893101153988446
"wun",1.2120862011374,0.324390357989645,0.893101153988446
"Pex10",1.21213495827341,0.324512150901267,0.893101153988446
"CG6983",1.21216177693748,0.324579050908657,0.893101153988446
"CG7536",1.18890532392276,0.324592493802539,0.893101153988446
"CG11771",1.20388353087366,0.324621583349394,0.893101153988446
"ver",1.20395261148915,0.324636720375531,0.893101153988446
"FucTA",1.18342390941422,0.324679750035383,0.893101153988446
"chif",1.21221277275917,0.324706081342274,0.893101153988446
"Gpo1",1.18855203769331,0.324808905193526,0.893101153988446
"CG42568",1.16854249115504,0.324826805037647,0.893101153988446
"CG2680",1.20478530256175,0.325119199584836,0.893101153988446
"Tcs3",1.1748572849031,0.325258210633444,0.893101153988446
"CG10874",0.323517760818731,0.325299625409359,0.893101153988446
"CG7632",1.1948966884787,0.325374900146363,0.893101153988446
"CG30491",1.20761287520602,0.325411535896761,0.893101153988446
"Doc3{}646",1.2068072251866,0.325470632882782,0.893101153988446
"CG2186",0.348170677486828,0.325491509564103,0.893101153988446
"TTLL4A",1.20754655769558,0.325595156746255,0.893101153988446
"p24-1",1.18053254716161,0.325599150749607,0.893101153988446
"PAPLA1",1.20787041839536,0.325649009927469,0.893101153988446
"CG1983",0.6043133243205,0.325758386266341,0.893101153988446
"CG4025",0.316223707162615,0.325938726314566,0.893101153988446
"mRpS23",1.19087902413095,0.326092781953649,0.893101153988446
"CCKLR-17D1",1.19312109077394,0.326175574344779,0.893101153988446
